,LicenseType,Breed,Color,DogName,OwnerZip,ExpYear,ValidDate
15548,Dog Individual Neutered Male,POODLE TOY,BROWN,BUDDY,15037,2017,12/28/2016 8:42
15549,Dog Senior Citizen or Disability Spayed Female,HAVANESE,BLACK WITH WHITE,ABBEY,15143,2017,12/12/2016 16:16
15550,Dog Senior Citizen or Disability Neutered Male,SHETLAND SHEEPDOG,SABLE,BANDIT,15235,2017,12/13/2016 15:24
15551,Dog Individual Spayed Female,ENGLISH MASTIFF,FAWN,GRACIE,15239,2017,1/10/2017 10:04
15552,Dog Individual Neutered Male,MIXED,BROWN,COOPER,15120,2017,2/2/2017 9:43
15553,Dog Individual Spayed Female,NEWFOUNDLAND,BLACK,D,15140,2017,12/16/2016 16:25
15554,Dog Individual Spayed Female,MIXED,BROWN,MADDI,15120,2017,2/2/2017 9:43
15555,Dog Individual Male,GOLDEN RETRIEVER,GOLD,COOPER,15209,2017,2/17/2017 12:33
15556,Dog Individual Neutered Male,GOLDEN RETRIEVER,GOLD,COOPER,15209,2017,2/17/2017 12:33
15557,Dog Senior Citizen or Disability Neutered Male,CHIHUAHUA,BLACK,CHARLIE BROWN,15063,2017,12/19/2016 15:41
15558,Dog Individual Spayed Female,SIB HUSKY MIX,YELLOW,LUCKY,15084,2017,12/5/2016 16:06
15559,Dog Individual Neutered Male,FRENCH BULLDOG,BROWN,BUDDY,15071,2017,2/2/2017 8:35
15560,Dog Individual Spayed Female,GOLDEN RETRIEVER,GOLD,BAILEY,15221,2017,12/16/2016 9:29
15561,Dog Individual Neutered Male,TAG,BROWN,CALVIN,15122,2017,1/12/2017 9:36
15562,Dog Individual Female,BULLMASTIFF,BRINDLE,ECHO,15090,2017,1/23/2017 10:52
15563,Dog Senior Citizen or Disability Spayed Female,SHETLAND SHEEPDOG,MULTI,STORMY,15205,2017,1/27/2017 16:02
15564,Dog Individual Spayed Female,BEAGLE,SPOTTED,BAILEY,15136,2017,12/28/2016 16:31
15565,Dog Individual Neutered Male,SHIH TZU,SPOTTED,DIXON,15026,2017,1/5/2017 10:04
15566,Dog Individual Spayed Female,BEAGLE,WHITE/BLACK/BROWN,HONEY,15037,2017,2/28/2017 13:52
15567,Dog Individual Male,MAREMMA ABBRUZE,WHITE,JASPER,15108,2017,3/7/2017 15:26
15568,Dog Individual Spayed Female,BORD COLLIE,WHITE/BROWN,KYLIE,15122,2017,1/10/2017 15:54
15569,Dog Individual Spayed Female,BOXER,BLACK/BROWN,WILLOW,15037,2017,2/28/2017 13:52
15570,Dog Individual Neutered Male,COTON DE TULEAR,WHITE/BLACK,MILO,15239,2017,1/23/2017 9:45
15571,Dog Individual Spayed Female,COCKAPOO,BLACK,QUIN,15241,2017,2/28/2017 16:02
15572,Dog Individual Neutered Male,LAB MIX,BLACK/BROWN,WILLIE,15108,2017,3/8/2017 16:00
15573,Dog Individual Spayed Female,MIXED,SPOTTED,CHLOE,15046,2017,1/30/2017 13:52
15574,Dog Individual Neutered Male,BOSTON TERRIER,WHITE/BLACK,JACKSON,15235,2017,1/20/2017 10:10
15575,Dog Individual Spayed Female,GOLDEN RETRIEVER,GOLD,KALI,15238,2017,12/8/2016 10:09
15576,Dog Individual Neutered Male,LAB MIX,FAWN,MACK,15238,2017,12/8/2016 10:09
15577,Dog Individual Neutered Male,LABRADOR RETRIEVER,BROWN,MOOSE,15237,2017,1/10/2017 15:55
15578,Dog Individual Neutered Male,LAB MIX,WHITE/BROWN,ROCKY,15102,2017,12/8/2016 16:23
15579,Dog Individual Male,AM PITT BULL MIX,GREY,BLUE,15234,2017,1/23/2017 14:59
15580,Dog Individual Spayed Female,AUS SHEPHERD,SPOTTED,TRIXIE,15237,2017,2/28/2017 8:44
15581,Dog Individual Spayed Female,BEAGLE MIX,BROWN,ZOEY,15126,2017,1/5/2017 8:36
15582,Dog Individual Spayed Female,TAG,BROWN,JAZZ,15126,2017,1/5/2017 8:36
15583,Dog Individual Spayed Female,BISHON FRISE MIX,WHITE,PEACHES,15090,2017,12/13/2016 13:52
15584,Dog Senior Citizen or Disability Male,YORKSHIRE TERRIER,BLACK/GREY,JASPER,15202,2017,1/11/2017 15:44
15585,Dog Individual Spayed Female,ENG SPRINGER SPANIE,SPOTTED,WILLA,15120,2017,1/4/2017 9:01
15586,Dog Senior Citizen or Disability Spayed Female,ENG SPRINGER SPANIE,SPOTTED,WILLA,15120,2017,1/4/2017 9:01
15587,Dog Individual Female,MIXED,BROWN,TRINA,15102,2017,2/15/2017 15:03
15588,Dog Senior Citizen or Disability Spayed Female,MIXED,WHITE/BLACK,CHLOE,15236,2017,12/12/2016 8:44
15590,Dog Individual Neutered Male,GREYHOUND,BLACK,HUSH,15238,2017,3/10/2017 15:21
15591,Dog Senior Citizen or Disability Male,BULLDOG,TRI-COLOR,BENSON,15239,2017,12/15/2016 8:37
15592,Dog Individual Neutered Male,GER SHEPHERD,BLACK/BROWN/TAN,DIO JAMES GARA,15101,2017,12/30/2016 15:40
15593,Dog Individual Spayed Female,MIXED,WHITE,TESSA,15108,2017,12/14/2016 9:08
15594,Dog Individual Neutered Male,GER SHEPHERD,BLACK/TAN,NICO,15116,2017,12/29/2016 8:43
15595,Dog Individual Neutered Male,LABRADOR RETRIEVER,BROWN,BLUE,15228,2017,12/12/2016 13:34
15596,Dog Individual Neutered Male,MIXED,BLACK,BUBBA,15133,2017,12/12/2016 16:16
15597,Dog Individual Spayed Female,LABRADOR RETRIEVER,BROWN,STELLA ANN,15102,2017,1/23/2017 9:46
15598,Dog Individual Spayed Female,CHIHUAHUA MIX,TAN,CHI CHI,15142,2017,12/13/2016 15:54
15599,Dog Individual Female,CHOW CHOW,WHITE,SNOWFLAKE,15133,2017,12/12/2016 16:16
15600,Dog Individual Female,BULLDOG,BROWN,MESS,15136,2017,12/20/2016 15:39
15601,Dog Individual Spayed Female,BULLDOG,BROWN,MESS,15136,2017,12/20/2016 15:39
15602,Dog Individual Spayed Female,SCHNOODLE,WHITE,STELLA MAY ROTH,15215,2017,12/7/2016 13:38
15603,Dog Individual Spayed Female,BEAGLE,WHITE/BLACK/BROWN,ROSIE,15108,2017,1/9/2017 14:20
15604,Dog Individual Male,BASSET HOUND,WHITE/YELLOW,BRUTUS,15037,2017,12/14/2016 16:17
15605,Dog Individual Female,MIXED,BLACK/BROWN,PEANUT,15108,2017,2/6/2017 16:20
15606,Dog Senior Citizen or Disability Male,MALTESE,WHITE,MADDEN,15241,2017,12/16/2016 15:21
15607,Dog Individual Neutered Male,GER SHEPHERD MIX,TAN,BAILEY,15205,2017,1/12/2017 10:27
15608,Dog Senior Citizen or Disability Female,ROTTWEILER,BLACK/BROWN,MAGGIE MAY,15145,2017,1/3/2017 8:58
15609,Dog Individual Spayed Female,COLLIE MIX,BLACK,HERSHEY,15235,2017,2/23/2017 15:04
15610,Dog Senior Citizen or Disability Neutered Male,BEAGLE,WHITE/BLACK/BROWN,CODY,15147,2017,2/17/2017 12:33
15611,Dog Individual Spayed Female,BEAGLE,TRI-COLOR,WINIFRED,15205,2017,12/21/2016 8:34
15612,Dog Individual Neutered Male,GOLDEN RETRIEVER,BROWN,BUDDY,15090,2017,1/4/2017 15:57
15613,Dog Individual Female,BASSET HOUND,WHITE/YELLOW,LILY,15037,2017,12/14/2016 16:17
15614,Dog Individual Spayed Female,BASSET HOUND,WHITE/YELLOW,LILY,15037,2017,12/14/2016 16:17
15615,Dog Individual Female,BASSET HOUND,WHITE/RED,RUBY,15037,2017,12/14/2016 16:17
15616,Dog Individual Male,BASSET HOUND,WHITE/BROWN,DRUM,15037,2017,12/14/2016 16:17
15617,Dog Individual Male,BASSET HOUND,WHITE/BROWN,RILEY,15037,2017,12/14/2016 16:17
15618,Dog Individual Male,PUG,WHITE/BROWN,VITO,15221,2017,12/14/2016 8:40
15619,Dog Individual Neutered Male,COCKER SPANIEL MIX,BROWN,CODY,15143,2017,1/9/2017 16:02
15620,Dog Individual Neutered Male,MIXED,WHITE/BROWN,HAMMY,15044,2017,2/16/2017 13:56
15621,Dog Individual Female,SHIH TZU,WHITE/BLACK,OREO,15126,2017,12/7/2016 8:41
15622,Dog Individual Spayed Female,BOXER,BROWN,PENNY,15229,2017,1/6/2017 9:07
15623,Dog Individual Male,WELSH CORGI PEMBROK,WHITE/BROWN,JUNIOR,15037,2017,1/12/2017 14:15
15624,Dog Senior Citizen or Disability Neutered Male,BOSTON TERRIER,BRINDLE,TOBY,15122,2017,1/3/2017 13:33
15625,Dog Individual Neutered Male,LABRADOR RETRIEVER,BLACK,BOGART,15236,2017,1/11/2017 14:29
15626,Dog Senior Citizen or Disability Neutered Male,AM PIT BULL TERRIER,TAN,DOBBY,15136,2017,2/13/2017 14:14
15627,Dog Individual Neutered Male,TAG,SPOTTED,RANGER,15223,2017,1/3/2017 8:39
15628,Dog Individual Neutered Male,MIXED,BLACK,ROMEO,15102,2017,1/3/2017 14:04
15629,Dog Senior Citizen or Disability Spayed Female,WHIPPET,BRINDLE,BAILEY,15129,2017,12/13/2016 8:34
15630,Dog Individual Neutered Male,AM PIT BULL TERRIER,BRINDLE,MOSES,15148,2017,3/9/2017 16:27
15631,Dog Individual Neutered Male,MIXED,BLACK WITH WHITE,FINNEGAN,15202,2017,12/8/2016 14:18
15632,Dog Individual Spayed Female,TAG,BRINDLE,ARI O'BRIEN,15106,2017,3/23/2017 10:04
15633,Dog Individual Spayed Female,LABRADOR RETRIEVER,BROWN,BELLA,15227,2017,3/21/2017 13:57
15634,Dog Individual Neutered Male,BEAGLE MIX,WHITE/BLACK,DUKE,15236,2017,3/24/2017 13:07
15635,Dog Senior Citizen or Disability Female,MALTI-POO,TAN,GIDGET,15131,2017,1/3/2017 14:04
15636,Dog Individual Neutered Male,SHIH TZU MIX,WHITE/BLACK,GIZMO,15236,2017,2/27/2017 16:26
15637,Dog Senior Citizen or Disability Spayed Female,BICHON FRISE,WHITE,LILY,15227,2017,2/1/2017 12:54
15638,Dog Senior Citizen or Disability Neutered Male,GER SHEPHERD MIX,BLACK/BROWN,LOUIE,15101,2017,12/14/2016 9:27
15639,Dog Individual Spayed Female,GOLDEN RETRIEVER,BROWN,LUCY,15241,2017,12/14/2016 8:41
15640,Dog Individual Neutered Male,BEAGLE,BLACK/BROWN,MAX,15101,2017,12/15/2016 14:50
15641,Dog Individual Spayed Female,TAG,BLACK/TAN,MOCHA,15228,2017,2/2/2017 14:35
15642,Dog Individual Spayed Female,CATAHOULA LEOPARD D,SPOTTED,MOLLY,15227,2017,3/21/2017 13:57
15643,Dog Individual Male,SCHNAUZER MIN,BLACK,OTTO GRAZIANI,15126,2017,2/8/2017 8:50
15644,Dog Individual Neutered Male,TERRIER MIX,BRINDLE,SAM,15025,2017,2/13/2017 16:12
15645,Dog Individual Neutered Male,BEAGLE MIX,BLACK/BROWN,WESLEY,15025,2017,2/28/2017 16:01
15646,Dog Individual Spayed Female,LAB MIX,BLACK,BAILEY,15024,2017,3/14/2017 8:32
15647,Dog Individual Spayed Female,PEKINGESE,TAN,BRIDGETTE,15132,2017,2/16/2017 8:37
15648,Dog Individual Neutered Male,LAB MIX,BLACK,BUDDY,15132,2017,2/16/2017 8:37
15649,Dog Individual Neutered Male,LAB MIX,YELLOW,EKKO,15122,2017,2/24/2017 14:09
15650,Dog Senior Citizen or Disability Male,GOLDENDOODLE,GOLD,LEO,15131,2017,3/8/2017 15:57
15651,Dog Individual Neutered Male,JACK RUSSEL TERRIER,WHITE,MARLEY,15243,2017,12/16/2016 10:45
15652,Dog Senior Citizen or Disability Neutered Male,ENG SPRINGER SPANIE,BLACK WITH WHITE,THOR,15237,2017,12/30/2016 8:29
15653,Dog Individual Neutered Male,GOLDEN RETRIEVER,GOLD,FARLEY,15108,2017,1/6/2017 11:42
15654,Dog Individual Neutered Male,BOXER,WHITE/BLACK,JAX,15084,2017,3/3/2017 16:33
15655,Dog Senior Citizen or Disability Neutered Male,BOXER,BROWN,MIDAS,15235,2017,1/4/2017 15:57
15656,Dog Individual Neutered Male,PARSON RUSSELL TERR,WHITE/BROWN,GENO,15140,2017,12/1/2016 8:53
15657,Dog Individual Neutered Male,SHIH TZU,BROWN,MARLEY,15236,2017,1/24/2017 13:30
15658,Dog Senior Citizen or Disability Neutered Male,BISHON FRISE MIX,WHITE/TAN,CHIPS,15122,2017,12/12/2016 8:44
15659,Dog Senior Citizen or Disability Neutered Male,LAB MIX,BLACK/BROWN,JAXSON,15037,2017,12/13/2016 15:24
15660,Dog Senior Citizen or Disability Spayed Female,GER SHEPHERD,TAN,JACQUELINE,15037,2017,12/13/2016 15:24
15661,Dog Individual Neutered Male,BULLDOG,WHITE/RED,MILO,15006,2017,1/18/2017 16:11
15662,Dog Senior Citizen or Disability Spayed Female,TEDDY ROOSE TERRIER,BROWN,STELLA ROSE,15232,2017,12/14/2016 9:08
15663,Dog Individual Male,LABRADOR RETRIEVER,BROWN,LUKE,15017,2017,1/19/2017 14:45
15664,Dog Individual Female,YORKSHIRE TERRIER,BLACK/BROWN/GREY,SAMMI,15236,2017,2/28/2017 16:01
15665,Dog Individual Neutered Male,ENG BULLDOG,WHITE/BROWN,BAILEY,15202,2017,12/13/2016 8:34
15666,Dog Individual Neutered Male,LABRADOR RETRIEVER,BROWN,DUKE,15236,2017,1/24/2017 10:14
15667,Dog Individual Neutered Male,MIXED,TRI-COLOR,BRIX,15063,2017,1/6/2017 14:12
15668,Dog Individual Neutered Male,LAB MIX,BROWN,SCRUFFY,15044,2017,3/14/2017 8:47
15669,Dog Senior Citizen or Disability Neutered Male,PEEKAPOO,BLACK/BROWN/TAN,PARKER,15237,2017,12/12/2016 16:17
15670,Dog Individual Spayed Female,BEAGLE,WHITE/BLACK/BROWN,DOLLY,15202,2017,1/4/2017 15:57
15671,Dog Individual Female,MIXED,WHITE/BLACK,JOSIE,15126,2017,2/1/2017 14:35
15672,Dog Individual Neutered Male,GER SHEPHERD,BLACK/BROWN,AXEL,15046,2017,2/14/2017 8:38
15673,Dog Senior Citizen or Disability Neutered Male,DACHSHUND,RED,ELVIS,15229,2017,2/13/2017 16:12
15674,Dog Individual Neutered Male,GOLDEN RETRIEVER,GOLD,TUCKER,15090,2017,1/25/2017 9:04
15675,Dog Senior Citizen or Disability Spayed Female,BEAGLE MIX,WHITE/BLACK,BETSY,15065,2017,12/27/2016 10:32
15676,Dog Individual Male,CHIHUAHUA,SPOTTED,PEANUT,15046,2017,3/3/2017 10:51
15677,Dog Individual Spayed Female,GER SHEPHERD,MULTI,SOPHIA METZ,15046,2017,3/3/2017 10:51
15678,Dog Senior Citizen or Disability Male,IBIZAN HOUND MIX,WHITE/RED,AKIL,15235,2017,1/5/2017 10:41
15679,Dog Senior Citizen or Disability Neutered Male,MIXED,RED,BOOMER,15234,2017,12/19/2016 8:48
15680,Dog Senior Citizen or Disability Neutered Male,BOLOGNESE,WHITE,FARGO,15238,2017,1/20/2017 13:33
15681,Dog Senior Citizen or Disability Spayed Female,SHIH TZU,SPOTTED,ANNIE,15214,2017,1/17/2017 14:56
15682,Dog Individual Female,MALTESE,WHITE,MISSY,15145,2017,1/24/2017 9:02
15683,Dog Individual Spayed Female,GOLDENDOODLE,APRICOT,GUCCI,15044,2017,2/23/2017 16:07
15684,Dog Individual Male,LABRADOODLE,APRICOT,SCRUFFY,15238,2017,1/6/2017 15:49
15685,Dog Individual Male,BEAGLE MIX,SPOTTED,LUCKY,15243,2017,12/14/2016 15:43
15686,Dog Senior Citizen or Disability Spayed Female,GOLDEN RETRIEVER,GOLD,PORTIA,15015,2017,12/22/2016 8:56
15687,Dog Senior Citizen or Disability Neutered Male,SHIH TZU,WHITE/TAN,LEVI,15239,2017,1/9/2017 16:01
15688,Dog Senior Citizen or Disability Spayed Female,SHIH TZU,WHITE/TAN,LACI,15239,2017,1/9/2017 16:01
15689,Dog Senior Citizen or Disability Neutered Male,AM PITT BULL MIX,BLACK,JACK,15237,2017,12/8/2016 14:18
15690,Dog Individual Spayed Female,MIXED,BROWN,MATILDA,15221,2017,12/8/2016 14:18
15691,Dog Individual Neutered Male,BEAGLE MIX,MULTI,HANK,15044,2017,12/12/2016 13:34
15692,Dog Senior Citizen or Disability Male,ENG SETTER,SPOTTED,LITTLE ROCK,15063,2017,12/9/2016 10:27
15693,Dog Senior Citizen or Disability Male,ENG SETTER,SPOTTED,LITTLE ROCK,15063,2017,12/8/2016 10:10
15694,Dog Senior Citizen or Disability Female,ENG POINTER,SPOTTED,LADY,15063,2017,12/8/2016 10:10
15695,Dog Senior Citizen or Disability Female,ENG POINTER,SPOTTED,LADY,15063,2017,12/9/2016 10:27
15696,Dog Individual Male,AM PIT BULL TERRIER,BRINDLE,DEISAL,15235,2017,1/10/2017 11:23
15697,Dog Individual Male,POMERANIAN,WHITE/BROWN,PAPA G,15235,2017,1/10/2017 11:23
15698,Dog Senior Citizen or Disability Spayed Female,BOXER,BRINDLE,HUNTER,15236,2017,12/12/2016 16:17
15699,Dog Individual Spayed Female,AM PIT BULL TERRIER,WHITE/BLACK,LEXI,15049,2017,12/14/2016 15:14
15700,Dog Individual Neutered Male,MIXED,WHITE/BROWN,DOG,15227,2017,1/5/2017 9:17
15701,Dog Individual Neutered Male,COTON DE TULEAR,WHITE,LOUIE,15090,2017,1/13/2017 12:48
15702,Dog Senior Citizen or Disability Male,MIXED,BROWN,WALLY,15116,2017,1/25/2017 16:23
15703,Dog Senior Citizen or Disability Neutered Male,MIXED,BROWN,WALLY,15116,2017,1/25/2017 16:23
15704,Dog Senior Citizen or Disability Neutered Male,MIXED,WHITE/BROWN,TITO,15145,2017,3/20/2017 13:35
15705,Dog Individual Female,YORKSHIRE TERRIER,WHITE/BLACK/BROWN,MINNIE,15332,2017,12/22/2016 8:41
15706,Dog Individual Spayed Female,YORKSHIRE TERRIER,WHITE/BLACK/BROWN,MINNIE,15332,2017,12/22/2016 8:41
15707,Dog Individual Male,MIXED,FAWN,ROCKY,15084,2017,1/3/2017 14:04
15708,Dog Individual Neutered Male,LAB MIX,WHITE/BLACK,TUCKER,15235,2017,1/19/2017 15:56
15709,Dog Individual Neutered Male,MIXED,BROWN,HARVEY,15084,2017,12/13/2016 15:54
15710,Dog Individual Neutered Male,LAB MIX,BROWN,FINNY,15090,2017,1/6/2017 11:41
15711,Dog Individual Spayed Female,SHIH TZU,WHITE/BROWN,LUCY,15106,2017,1/26/2017 16:04
15712,Dog Individual Neutered Male,VIZSLA,BROWN,COOPER,15101,2017,12/6/2016 16:08
15713,Dog Individual Spayed Female,SHIBA INU,BLACK/TAN,EMI,15037,2017,12/29/2016 16:05
15714,Dog Individual Neutered Male,PEKINGESE,BLACK/BROWN,LEVI,15229,2017,12/8/2016 8:33
15715,Dog Individual Spayed Female,CHIHUAHUA MIX,BLACK/BROWN/TAN,CHARLOTTE,15220,2017,3/22/2017 8:39
15716,Dog Senior Citizen or Disability Neutered Male,TERRIER MIX,BROWN,JACKSON,15102,2017,2/9/2017 8:46
15717,Dog Individual Neutered Male,ENG SPRINGER SPANIE,BLACK WITH WHITE,QUILBERT JONES,15126,2017,12/20/2016 8:53
15718,Dog Individual Spayed Female,SHIH TZU,BLACK,ROSIE,15143,2017,2/14/2017 14:50
15719,Dog Senior Citizen or Disability Male,GOLDEN RETRIEVER,GOLD,ROONEY,15218,2017,1/19/2017 15:56
15720,Dog Individual Female,LABRADOR RETRIEVER,YELLOW,CASEY,15228,2017,1/10/2017 15:54
15721,Dog Senior Citizen or Disability Spayed Female,LABRADOR RETRIEVER,YELLOW,CASEY,15228,2017,1/10/2017 15:54
15722,Dog Individual Neutered Male,SHIH TZU,BLACK,RILEY,15227,2017,12/12/2016 8:54
15723,Dog Individual Neutered Male,MIXED,BLONDE,JJ JACKSON,15216,2017,12/8/2016 14:18
15724,Dog Individual Neutered Male,NEWFOUNDLAND,BLACK,BEAU,15237,2017,12/19/2016 8:20
15725,Dog Senior Citizen or Disability Spayed Female,MALTESE,WHITE,ELIZABETH,15239,2017,1/18/2017 8:43
15726,Dog Senior Citizen or Disability Spayed Female,CAIRN TERRIER,BLONDE,LULU,15238,2017,1/3/2017 14:04
15727,Dog Individual Spayed Female,CAV KING CHAR SPANI,WHITE/LIVER,SARRIS,15237,2017,1/3/2017 14:03
15728,Dog Individual Neutered Male,LABRADOR RETRIEVER,BROWN,FINIAN,15136,2017,1/3/2017 10:08
15731,Dog Individual Female,YORKSHIRE TERR MIX,BROWN,FAWN,15235,2017,12/23/2016 8:44
15732,Dog Individual Spayed Female,PUGGLE,TAN,BELLA ANN,15106,2017,2/17/2017 9:03
15733,Dog Individual Neutered Male,MIXED,WHITE/BLACK,REGGIE,15106,2017,2/17/2017 9:03
15734,Dog Individual Female,LABRADOR RETRIEVER,BLACK,KEEKEE,15147,2017,12/6/2016 10:46
15735,Dog Individual Spayed Female,GREAT DANE,BLACK,MELINA,15108,2017,1/30/2017 13:52
15736,Dog Individual Female,LAB MIX,BLACK,MOLLY,15205,2017,2/10/2017 15:41
15737,Dog Individual Spayed Female,TAG,BLACK,RILEY,15214,2017,1/6/2017 15:17
15738,Dog Individual Male,ENG COONHOUND,RED,STORM,15044,2017,2/21/2017 15:46
15739,Dog Individual Spayed Female,AM PIT BULL TERRIER,WHITE,MOKA,15044,2017,1/18/2017 10:20
15740,Dog Senior Citizen or Disability Neutered Male,BOXER,BROWN,DEUCE,15084,2017,1/10/2017 16:33
15741,Dog Individual Spayed Female,TERRIER MIX,BLACK,SUGAR,15122,2017,1/3/2017 8:58
15742,Dog Individual Spayed Female,TERRIER MIX,BLACK,BLAZE DOLNEY,15122,2017,1/3/2017 8:58
15743,Dog Individual Male,LABRADOR RETRIEVER,BLACK,BUDDY,15225,2017,1/27/2017 12:25
15744,Dog Individual Female,LABRADOR RETRIEVER,BLACK,BELLA,15225,2017,1/27/2017 12:25
15745,Dog Senior Citizen or Disability Neutered Male,LAB MIX,WHITE/BLACK,ROCKO,15024,2017,12/8/2016 16:26
15746,Dog Senior Citizen or Disability Male,LAB MIX,WHITE/BLACK,ROCKO,15024,2017,12/8/2016 16:26
15747,Dog Individual Spayed Female,TAG,SPOTTED,DAISY MASI,15223,2017,3/3/2017 10:51
15748,Dog Individual Spayed Female,LAB MIX,SPOTTED,CHARLOTTE,15017,2017,2/13/2017 11:54
15749,Dog Individual Spayed Female,AM PITT BULL MIX,BRINDLE,NOELLE,15225,2017,1/4/2017 15:56
15750,Dog Individual Neutered Male,LABRADOR RETRIEVER,YELLOW,BUDDY,15216,2017,1/24/2017 16:31
15751,Dog Individual Spayed Female,BEAGLE MIX,TRI-COLOR,EMME,15228,2017,2/3/2017 15:52
15752,Dog Senior Citizen or Disability Neutered Male,SHIH TZU,BROWN,MARTY,15146,2017,12/12/2016 16:16
15753,Dog Senior Citizen or Disability Neutered Male,TAG,BLACK/TAN,COZMO,15146,2017,12/12/2016 16:16
15754,Dog Individual Neutered Male,BEAGLE,WHITE/BLACK/BROWN,REESE,15139,2017,12/22/2016 12:34
15755,Dog Individual Neutered Male,MIXED,BLACK WITH WHITE,OTIS,15102,2017,3/23/2017 10:04
15756,Dog Individual Neutered Male,MIXED,BLACK WITH WHITE,OTIS,15102,2017,3/23/2017 10:04
15757,Dog Individual Spayed Female,YORKSHIRE TERRIER,BEIGE,TEACUP,15226,2017,11/30/2016 9:30
15758,Dog Senior Citizen or Disability Neutered Male,COLLIE,WHITE/TAN,SHAMUS,15229,2017,12/9/2016 11:17
15759,Dog Individual Neutered Male,GOLDEN RETRIEVER,TAN,HEATH,15236,2017,1/19/2017 10:43
15760,Dog Individual Female,BEAGLE,WHITE/BLACK/BROWN,IZZY,15065,2017,3/8/2017 13:03
15761,Dog Senior Citizen or Disability Spayed Female,LABRADOR RETRIEVER,BLACK,MAGGIE,15202,2017,1/6/2017 11:42
15762,Dog Individual Neutered Male,YORKSHIRE TERRIER,BLACK/TAN,MAJOR,15136,2017,3/21/2017 15:04
15763,Dog Senior Citizen or Disability Spayed Female,CHIHUAHUA,GOLD,GRACIE,15221,2017,12/7/2016 8:49
15764,Dog Senior Citizen or Disability Spayed Female,RAT TERRIER,WHITE,PRETTY GIRL,15218,2017,12/13/2016 15:54
15765,Dog Individual Spayed Female,ENG FOXHOUND,SPOTTED,TACKFUL,15116,2017,1/9/2017 16:38
15766,Dog Individual Spayed Female,AM PITT BULL MIX,BLACK,PIXIE,15243,2017,1/24/2017 13:30
15767,Dog Individual Spayed Female,GER SHEPHERD,BLACK/BROWN,KODA,15122,2017,3/23/2017 14:32
15768,Dog Individual Neutered Male,SHIH TZU MIX,BLACK,GUNTHER,15205,2017,12/8/2016 16:26
15769,Dog Individual Female,LAB MIX,WHITE/BROWN,ROXY,15205,2017,12/8/2016 16:26
15770,Dog Individual Neutered Male,AM PIT BULL TERRIER,BRINDLE,LENNY,15145,2017,2/3/2017 8:40
15771,Dog Individual Female,DACHSHUND,BLACK/BROWN,MADDIE,15147,2017,1/3/2017 8:51
15772,Dog Individual Spayed Female,DACHSHUND,BLACK/BROWN,MADDIE,15147,2017,1/3/2017 8:51
15773,Dog Individual Spayed Female,BEAGLE,MULTI,DIXIE,15024,2017,1/18/2017 9:06
15774,Dog Individual Spayed Female,GER SHEPHERD,BLACK/TAN,ELEKTRA,15214,2017,1/18/2017 9:07
15775,Dog Individual Spayed Female,DACHSHUND MIX,BLACK/TAN,ARIEL,15132,2017,12/15/2016 14:50
15776,Dog Individual Male,BEAGLE MIX,BLACK/BROWN,BAXTER,15116,2017,3/27/2017 8:34
15777,Dog Individual Neutered Male,BEAGLE MIX,BLACK/BROWN,BAXTER,15116,2017,3/27/2017 8:34
15778,Dog Individual Spayed Female,WELSH CORGI PEMBROK,RED,DAISY,15143,2017,12/22/2016 8:56
15779,Dog Senior Citizen or Disability Neutered Male,FRENCH BULLDOG,WHITE,KARMA,15216,2017,2/7/2017 8:39
15780,Dog Individual Spayed Female,HAVANESE,WHITE/BLACK,LAYLA,15243,2017,1/3/2017 8:52
15781,Dog Individual Spayed Female,BOXER,FAWN,ROXY,15237,2017,12/30/2016 13:28
15782,Dog Individual Spayed Female,WEIMARANER,BLACK,HARPER,15122,2017,1/3/2017 13:12
15783,Dog Individual Neutered Male,YORKSHIRE TERRIER,GREY,REESE,15090,2017,12/27/2016 15:22
15784,Dog Senior Citizen or Disability Neutered Male,TAG,BLACK/BROWN,TOBY,15237,2017,12/15/2016 8:37
15785,Dog Senior Citizen or Disability Neutered Male,GOLDEN RETRIEVER,WHITE,MICKEY,15116,2017,1/6/2017 15:17
15786,Dog Individual Neutered Male,ROTTWEILER,TRI-COLOR,BERNIE,15202,2017,1/6/2017 9:07
15787,Dog Individual Neutered Male,AM PITT BULL MIX,BROWN,TYRION PITTISTER,15044,2017,12/15/2016 8:37
15788,Dog Senior Citizen or Disability Neutered Male,MIXED,WHITE,BUDDY,15228,2017,1/3/2017 13:12
15789,Dog Individual Spayed Female,MIXED,BROWN,HEIDI,15146,2017,1/9/2017 11:07
15790,Dog Individual Neutered Male,AUS SHEPHERD,RED,CHARLIE,15084,2017,12/14/2016 15:43
15791,Dog Individual Spayed Female,COLLIE MIX,BLACK,CHESNEY,15133,2017,2/13/2017 8:36
15792,Dog Individual Male,MIXED,WHITE/BLACK/BROWN,GUNNER,15137,2017,12/12/2016 9:35
15793,Dog Individual Neutered Male,CHIHUAHUA MIX,BROWN/TAN,MACK,15205,2017,12/20/2016 8:44
15794,Dog Individual Neutered Male,LABRADOR RETRIEVER,BLACK,ATTICUS,15044,2017,1/18/2017 10:34
15795,Dog Individual Neutered Male,GER SHEPHERD,BLACK/TAN,BASKAR FUNK,15238,2017,12/30/2016 13:28
15796,Dog Individual Neutered Male,SIB HUSKY,WHITE/BLACK,BLUE,15218,2017,1/23/2017 9:46
